7 12 18 15 0  986,18 2,74
7 12 18 15 30  985,88 2,64
7 12 18 16 0  985,87 2,48
7 12 18 16 30  985,62 2,54
7 12 18 17 0  985,43 2,42
7 12 18 17 30  985,23 2,36
7 12 18 18 0  984,81 2,30
7 12 18 18 30  984,73 2,15
7 12 18 19 0  984,31 2,20
7 12 18 19 4  984,25 2,19
7 12 18 19 4  984,25 2,19
7 12 18 19 4  984,25 2,19
7 12 18 19 4  984,24 2,20
7 12 18 19 4  984,24 2,20
7 12 18 19 4  984,24 2,20
7 12 18 19 4  984,27 2,20
7 12 18 19 4  984,29 2,19
7 12 18 19 30  984,01 2,25
7 12 18 20 0  983,59 2,11
7 12 18 20 30  983,29 2,07
7 12 18 21 0  983,12 1,96
7 12 18 21 30  982,82 1,97
7 12 18 22 0  982,83 2,03
7 12 18 22 30  982,44 2,00
7 12 18 23 0  981,70 1,98
7 12 18 23 30  981,23 2,14
7 12 18 23 48  981,15 2,16
8 12 18 0 0  980,81 2,24
8 12 18 0 30  980,56 2,30
8 12 18 0 51  980,18 2,57
8 12 18 1 0  980,17 2,58
8 12 18 1 30  980,29 2,52
8 12 18 1 43  980,06 2,60
8 12 18 1 43  980,06 2,60
8 12 18 2 0  979,81 2,55
8 12 18 2 30  979,86 2,72
8 12 18 3 0  979,28 2,90
8 12 18 3 30  979,34 2,98
8 12 18 4 0  979,18 3,13
8 12 18 4 30  979,30 2,63
8 12 18 5 0  978,86 2,62
8 12 18 5 30  979,23 2,94
8 12 18 6 0  979,29 2,80
8 12 18 6 30  979,37 2,84
8 12 18 7 0  979,68 2,67
8 12 18 7 30  979,96 2,54
8 12 18 8 0  980,09 2,72
8 12 18 8 30  980,10 2,86
8 12 18 9 0  980,29 3,07
8 12 18 9 30  980,65 3,16
8 12 18 10 0  980,96 3,26
8 12 18 10 30  981,18 3,16
8 12 18 11 0  1024,25 25,75
8 12 18 11 30  1024,25 25,75
8 12 18 12 0  1024,25 25,75
8 12 18 12 15  1024,25 25,75
8 12 18 12 30  979,92 20,94
8 12 18 13 0  980,97 5,31
8 12 18 13 30  981,09 5,67
8 12 18 14 0  981,21 7,28
8 12 18 14 30  981,50 6,65
8 12 18 15 0  981,50 5,79
8 12 18 15 30  981,84 5,27
8 12 18 16 0  981,99 5,12
8 12 18 16 30  982,01 5,30
8 12 18 17 0  981,96 5,12
8 12 18 17 30  982,03 5,07
8 12 18 18 0  982,16 4,94
8 12 18 18 7  982,20 4,96
8 12 18 18 30  982,46 4,68
8 12 18 18 31  982,48 4,77
8 12 18 19 0  982,50 4,46
8 12 18 19 30  982,38 4,00
8 12 18 20 0  982,24 3,34
8 12 18 20 30  982,09 2,80
8 12 18 20 44  981,98 2,37
8 12 18 21 0  982,06 2,28
8 12 18 21 30  981,81 1,92
8 12 18 22 0  981,57 1,99
8 12 18 22 30  981,54 1,82
8 12 18 22 55  981,34 1,68
8 12 18 23 0  981,37 1,59
8 12 18 23 30  981,12 1,59
9 12 18 0 0  980,76 1,49
9 12 18 0 30  980,36 1,64
9 12 18 1 0  980,28 1,73
9 12 18 1 30  980,09 2,19
9 12 18 2 0  979,95 2,42
9 12 18 2 14  979,89 2,60
9 12 18 2 30  979,64 2,86
9 12 18 3 0  979,26 2,82
9 12 18 3 30  978,91 2,74
9 12 18 4 0  978,60 2,85
9 12 18 4 30  978,37 2,93
9 12 18 5 0  977,71 2,89
9 12 18 5 30  977,15 2,17
9 12 18 6 0  976,85 2,00
9 12 18 6 30  976,30 1,89
9 12 18 7 0  975,72 1,97
9 12 18 7 30  975,49 2,92
9 12 18 8 0  975,13 3,37
9 12 18 8 18  975,10 3,49
9 12 18 8 30  975,04 3,58
9 12 18 9 0  974,13 4,22
9 12 18 9 30  974,07 4,67
9 12 18 10 0  973,31 5,22
9 12 18 10 30  972,73 5,71
9 12 18 10 43  972,38 5,51
9 12 18 10 43  972,43 5,49
9 12 18 10 43  972,51 5,49
9 12 18 11 0  973,17 5,03
9 12 18 11 30  972,89 4,50
9 12 18 12 0  972,69 4,44
9 12 18 12 13  972,20 4,72
9 12 18 12 30  972,08 4,95
9 12 18 13 0  971,54 7,97
9 12 18 13 30  971,69 5,38
9 12 18 14 0  971,79 5,62
9 12 18 14 30  972,31 5,34
9 12 18 14 40  972,65 5,11
9 12 18 15 0  972,99 4,60
9 12 18 15 30  972,63 4,56
9 12 18 16 0  972,84 4,55
9 12 18 16 30  972,80 4,28
9 12 18 17 0  973,05 4,52
9 12 18 17 30  973,33 4,47
9 12 18 18 0  973,18 4,34
9 12 18 18 30  973,08 4,47
9 12 18 19 0  973,39 4,65
9 12 18 19 30  973,55 4,58
9 12 18 20 0  973,69 4,81
9 12 18 20 30  973,88 4,91
9 12 18 21 0  974,17 4,80
9 12 18 21 30  974,45 4,24
9 12 18 22 0  974,54 4,24
9 12 18 22 30  974,70 4,33
9 12 18 23 0  974,64 4,39
9 12 18 23 30  974,84 4,36
10 12 18 0 0  975,01 4,49
10 12 18 0 30  975,25 4,55
10 12 18 1 0  975,31 4,66
10 12 18 1 30  975,59 4,60
10 12 18 2 0  975,70 4,48
10 12 18 2 16  975,62 4,35
10 12 18 2 16  975,62 4,35
10 12 18 2 16  975,58 4,35
10 12 18 2 16  975,58 4,35
10 12 18 2 30  975,57 4,36
10 12 18 3 0  975,53 4,09
10 12 18 3 30  975,43 3,75
10 12 18 4 0  975,47 3,86
10 12 18 4 30  975,84 4,10
10 12 18 5 0  975,88 4,09
10 12 18 5 30  976,06 4,00
10 12 18 6 0  976,27 4,10
10 12 18 6 30  976,49 4,52
10 12 18 7 0  976,53 4,82
10 12 18 7 30  976,85 5,09
10 12 18 8 0  977,19 5,80
10 12 18 8 30  977,62 5,87
10 12 18 8 47  977,80 5,80
10 12 18 9 0  978,18 5,60
10 12 18 9 30  978,56 5,34
10 12 18 10 0  978,92 5,12
10 12 18 10 30  979,19 5,32
10 12 18 11 0  979,31 5,00
10 12 18 11 30  979,55 4,85
10 12 18 11 39  979,63 5,05
10 12 18 12 0  979,75 4,87
10 12 18 12 30  979,87 5,18
10 12 18 13 0  980,11 5,40
10 12 18 13 30  980,41 5,55
10 12 18 14 0  980,53 8,51
10 12 18 14 30  980,90 6,17
10 12 18 15 0  980,90 5,35
10 12 18 15 30  981,41 5,05
10 12 18 16 0  981,82 4,47
10 12 18 16 30  982,01 3,61
10 12 18 17 0  982,30 3,16
10 12 18 17 30  982,33 3,11
10 12 18 18 0  982,35 3,43
10 12 18 18 30  982,57 3,37
10 12 18 19 0  983,03 3,59
10 12 18 19 30  982,92 3,64
10 12 18 20 0  983,05 3,22
10 12 18 20 30  983,08 3,35
10 12 18 21 0  983,27 3,29
10 12 18 21 30  983,29 3,29
10 12 18 22 0  983,50 3,26
10 12 18 22 30  983,80 3,27
10 12 18 23 0  983,63 3,25
10 12 18 23 30  983,64 3,23
11 12 18 0 0  983,72 3,05
11 12 18 0 30  983,94 2,95
11 12 18 1 0  984,01 3,17
11 12 18 1 30  984,13 3,23
11 12 18 1 39  984,11 3,23
11 12 18 1 39  984,00 3,26
11 12 18 2 0  984,10 3,25
11 12 18 2 30  984,06 3,00
11 12 18 3 0  983,90 3,07
11 12 18 3 30  983,81 3,04
11 12 18 4 0  983,89 3,02
11 12 18 4 30  984,14 2,75
11 12 18 5 0  984,19 2,61
11 12 18 5 30  984,41 2,15
11 12 18 6 0  984,43 2,04
11 12 18 6 30  984,57 1,90
11 12 18 7 0  984,76 1,44
11 12 18 7 30  984,92 1,47
11 12 18 8 0  984,93 1,84
11 12 18 8 30  985,05 2,06
11 12 18 9 0  985,17 2,71
11 12 18 9 30  985,24 3,38
11 12 18 10 0  985,15 3,49
11 12 18 10 30  984,73 6,41
11 12 18 11 0  984,50 8,30
11 12 18 11 30  984,50 6,81
11 12 18 12 0  984,39 7,20
11 12 18 12 30  984,42 5,90
11 12 18 13 0  984,41 5,95
11 12 18 13 30  984,26 8,67
11 12 18 14 0  984,40 9,06
11 12 18 14 30  984,82 5,43
11 12 18 15 0  985,19 4,14
11 12 18 15 30  985,45 3,39
11 12 18 16 0  985,63 2,91
11 12 18 16 30  985,65 2,53
11 12 18 17 0  985,88 2,15
11 12 18 17 30  986,06 1,77
11 12 18 18 0  986,26 2,18
11 12 18 18 30  986,47 2,05
11 12 18 19 0  986,61 2,21
11 12 18 19 30  986,82 2,11
11 12 18 20 0  986,63 2,11
11 12 18 20 30  986,77 1,93
11 12 18 21 0  986,89 1,95
11 12 18 21 30  986,93 2,17
11 12 18 22 0  987,07 2,22
11 12 18 22 30  987,18 1,65
11 12 18 23 0  987,36 1,61
11 12 18 23 30  987,45 1,73
12 12 18 0 0  987,50 1,84
12 12 18 0 25  987,68 1,94
12 12 18 0 30  987,71 1,92
12 12 18 1 0  987,73 2,25
12 12 18 1 30  987,98 2,47
12 12 18 2 0  988,29 2,99
12 12 18 2 30  988,41 3,17
12 12 18 3 0  988,36 2,26
12 12 18 3 30  988,47 2,63
12 12 18 4 0  988,56 3,17
12 12 18 4 30  988,85 2,59
12 12 18 5 0  989,17 2,80
12 12 18 5 30  989,35 2,71
12 12 18 6 0  989,62 2,12
12 12 18 6 30  989,84 2,40
12 12 18 7 0  990,06 2,59
12 12 18 7 30  990,32 2,87
12 12 18 8 0  990,56 3,53
12 12 18 8 30  990,76 3,79
12 12 18 9 0  991,03 3,91
12 12 18 9 30  991,35 4,05
12 12 18 10 0  991,50 4,61
12 12 18 10 30  991,52 5,50
12 12 18 11 0  991,50 6,15
12 12 18 11 30  991,43 6,70
12 12 18 12 0  991,54 5,75
12 12 18 12 30  991,15 12,55
12 12 18 13 0  991,14 14,94
12 12 18 13 30  991,61 9,35
12 12 18 14 0  991,61 11,63
12 12 18 14 30  992,08 6,01
12 12 18 15 0  992,44 4,72
12 12 18 15 30  992,75 3,57
12 12 18 16 0  992,93 3,10
12 12 18 16 30  993,09 1,93
12 12 18 17 0  993,39 1,11
12 12 18 17 30  993,63 1,28
12 12 18 18 0  993,62 1,42
12 12 18 18 30  993,94 1,06
12 12 18 19 0  994,27 0,48
12 12 18 19 30  994,49 0,79
12 12 18 20 0  994,63 1,18
12 12 18 20 30  994,45 1,09
12 12 18 21 0  994,47 1,35
12 12 18 21 30  994,56 1,28
12 12 18 22 0  994,71 1,07
12 12 18 22 30  994,64 1,00
12 12 18 23 0  994,70 1,08
12 12 18 23 30  994,70 1,06
13 12 18 0 0  994,67 1,03
13 12 18 0 30  994,77 0,81
13 12 18 1 0  994,64 0,87
13 12 18 1 30  994,72 0,89
13 12 18 1 54  994,65 0,88
13 12 18 2 0  994,55 0,92
13 12 18 2 30  994,58 1,03
13 12 18 3 0  994,58 0,95
13 12 18 3 30  994,59 1,11
13 12 18 4 0  994,55 1,08
13 12 18 4 30  994,54 0,94
13 12 18 5 0  994,39 0,95
13 12 18 5 30  994,43 1,01
13 12 18 6 0  994,44 1,01
13 12 18 6 30  994,40 1,43
13 12 18 7 0  994,49 1,78
13 12 18 7 30  994,69 1,52
13 12 18 8 0  994,77 1,71
13 12 18 8 30  994,80 1,38
13 12 18 9 0  994,72 1,56
13 12 18 9 30  994,87 1,70
13 12 18 10 0  994,83 1,99
13 12 18 10 30  994,76 2,45
13 12 18 11 0  994,61 2,67
13 12 18 11 30  994,47 2,64
13 12 18 12 0  994,44 2,28
13 12 18 12 30  994,51 2,40
13 12 18 13 0  994,42 2,25
13 12 18 13 30  994,43 2,27
13 12 18 14 0  994,28 1,89
13 12 18 14 30  994,45 1,95
13 12 18 15 0  994,62 1,71
13 12 18 15 30  994,77 1,70
13 12 18 16 0  994,81 1,61
13 12 18 16 30  994,72 1,61
13 12 18 17 0  994,80 1,51
13 12 18 17 30  994,78 1,62
13 12 18 18 0  994,82 1,72
13 12 18 18 30  994,87 2,00
13 12 18 19 0  995,07 2,15
13 12 18 19 30  995,05 2,45
13 12 18 20 0  995,28 2,00
13 12 18 20 30  995,32 2,06
13 12 18 21 0  995,51 1,97
13 12 18 21 30  995,61 1,77
13 12 18 22 0  995,56 2,10
13 12 18 22 30  995,63 1,79
13 12 18 23 0  995,81 2,03
13 12 18 23 30  995,83 2,11
14 12 18 0 0  995,97 2,11
14 12 18 0 30  996,11 1,96
14 12 18 1 0  996,21 1,94
14 12 18 1 30  996,38 1,85
14 12 18 2 0  996,63 1,23
14 12 18 2 30  996,55 1,14
14 12 18 3 0  996,76 1,27
14 12 18 3 30  996,61 1,30
14 12 18 4 0  996,56 1,03
14 12 18 4 30  996,65 0,24
14 12 18 5 0  996,63 0,87
14 12 18 5 30  996,66 1,17
14 12 18 6 0  996,77 1,27
14 12 18 6 30  996,88 1,17
14 12 18 7 0  996,97 1,45
14 12 18 7 30  996,93 1,61
14 12 18 8 0  997,10 1,95
14 12 18 8 30  997,41 2,04
14 12 18 9 0  997,53 2,17
14 12 18 9 30  997,60 2,60
14 12 18 10 0  997,64 3,17
14 12 18 10 30  997,65 3,98
14 12 18 11 0  997,59 3,64
14 12 18 11 30  997,74 2,70
14 12 18 12 0  997,72 3,24
14 12 18 12 30  997,65 3,41
14 12 18 13 0  997,75 3,48
14 12 18 13 30  997,84 3,74
14 12 18 14 0  998,10 3,64
14 12 18 14 30  998,20 3,39
14 12 18 15 0  998,25 2,80
14 12 18 15 30  998,35 2,81
14 12 18 16 0  998,59 2,61
14 12 18 16 30  998,71 2,60
14 12 18 17 0  998,72 2,60
14 12 18 17 30  998,86 2,35
14 12 18 18 0  998,98 2,50
14 12 18 18 30  999,04 1,90
14 12 18 19 0  999,07 2,23
14 12 18 19 30  999,11 2,12
14 12 18 20 0  998,98 2,17
14 12 18 20 30  998,95 1,71
14 12 18 21 0  998,97 2,16
14 12 18 21 30  999,01 1,95
14 12 18 22 0  999,08 1,97
14 12 18 22 30  999,02 1,94
14 12 18 23 0  998,78 1,70
14 12 18 23 30  998,74 2,07
15 12 18 0 0  998,68 2,08
15 12 18 0 30  998,78 2,04
15 12 18 1 0  998,86 1,88
15 12 18 1 30  998,90 1,68
15 12 18 2 0  998,91 1,46
15 12 18 2 30  998,80 1,11
15 12 18 3 0  998,70 1,58
15 12 18 3 30  998,71 1,49
15 12 18 4 0  998,63 1,53
15 12 18 4 30  998,77 0,99
15 12 18 5 0  999,07 0,32
15 12 18 5 30  998,77 0,82
15 12 18 6 0  998,84 0,56
15 12 18 6 30  998,79 0,82
15 12 18 7 0  998,83 0,77
15 12 18 7 30  999,14 0,75
15 12 18 8 0  999,33 0,79
15 12 18 8 30  999,07 0,92
15 12 18 9 0  998,98 0,88
15 12 18 9 30  999,30 0,75
15 12 18 10 0  998,91 1,22
15 12 18 10 30  998,79 1,52
15 12 18 11 0  998,58 1,11
15 12 18 11 30  998,31 1,06
15 12 18 12 0  998,00 1,68
15 12 18 12 30  997,80 0,92
15 12 18 13 0  997,92 0,91
15 12 18 13 30  997,31 0,95
15 12 18 14 0  997,19 1,13
15 12 18 14 30  997,36 1,00
15 12 18 14 33  997,47 0,80
15 12 18 15 0  997,34 1,05
15 12 18 15 30  997,37 1,04
15 12 18 16 0  997,22 0,98
15 12 18 16 30  997,07 0,62
15 12 18 17 0  997,06 -0,17
15 12 18 17 30  996,89 -0,41
15 12 18 18 0  996,84 -0,38
15 12 18 18 30  996,59 -0,24
15 12 18 19 0  996,26 -0,19
15 12 18 19 30  996,03 -0,11
15 12 18 20 0  995,74 -0,15
15 12 18 20 30  995,74 -0,10
15 12 18 21 0  995,45 -0,09
15 12 18 21 30  995,31 -0,06
15 12 18 21 38  995,16 -0,01
15 12 18 21 38  995,21 0,01
15 12 18 21 40  993,54 22,10
15 12 18 21 40  993,55 22,08
15 12 18 21 40  993,55 22,08
15 12 18 21 40  993,53 22,00
15 12 18 21 40  993,54 22,04
15 12 18 21 40  993,51 22,04
15 12 18 21 40  993,47 21,97
15 12 18 21 40  993,47 21,97
15 12 18 21 40  993,51 21,96
15 12 18 21 52  993,13 24,54
15 12 18 21 52  993,10 24,54
15 12 18 21 52  993,15 24,62
15 12 18 21 53  993,15 24,67
15 12 18 21 53  993,15 24,68
15 12 18 21 53  993,12 24,76
15 12 18 21 53  993,18 24,74
15 12 18 21 53  993,13 24,73
15 12 18 21 53  993,14 24,71
15 12 18 21 53  993,09 24,70
15 12 18 21 54  993,11 24,66
15 12 18 21 54  993,11 24,66
15 12 18 21 54  993,13 24,65
15 12 18 21 54  993,18 24,59
15 12 18 21 54  993,17 24,59
15 12 18 21 54  993,15 24,57
15 12 18 21 54  993,16 24,56
15 12 18 21 54  993,18 24,56
15 12 18 21 54  993,18 24,56
15 12 18 21 54  993,14 24,55
15 12 18 21 54  993,14 24,55
15 12 18 21 54  993,13 24,55
15 12 18 21 54  993,13 24,55
15 12 18 21 54  993,15 24,54
15 12 18 21 54  993,14 24,54
15 12 18 21 54  993,15 24,53
15 12 18 21 54  993,15 24,53
15 12 18 21 54  993,14 24,54
15 12 18 21 54  993,14 24,54
15 12 18 21 54  993,11 24,52
15 12 18 21 54  993,15 24,51
15 12 18 21 54  993,15 24,51
15 12 18 21 54  993,08 24,49
15 12 18 21 54  993,05 24,49
15 12 18 21 54  993,07 24,48
15 12 18 21 55  993,05 24,42
15 12 18 21 55  993,07 24,42
15 12 18 21 55  993,15 24,35
15 12 18 21 56  993,18 24,29
15 12 18 21 57  993,13 24,17
15 12 18 21 57  993,17 24,09
15 12 18 22 0  993,21 23,71
15 12 18 22 2  993,15 23,47
15 12 18 22 30  992,86 23,68
15 12 18 23 0  992,30 22,85
15 12 18 23 30  991,97 22,58
16 12 18 0 0  991,74 23,38
16 12 18 0 30  991,36 23,04
16 12 18 0 54  991,18 23,36
16 12 18 0 54  991,20 23,18
16 12 18 1 0  992,69 1,76
16 12 18 1 30  992,59 1,14
16 12 18 2 0  992,80 1,31
16 12 18 2 30  992,44 1,23
16 12 18 3 0  992,38 1,25
16 12 18 3 30  992,02 1,44
16 12 18 4 0  991,99 1,23
16 12 18 4 30  991,78 1,27
16 12 18 5 0  991,68 1,05
16 12 18 5 29  991,81 1,20
16 12 18 5 30  991,80 1,22
16 12 18 6 0  991,83 1,34
16 12 18 6 30  992,12 1,37
16 12 18 7 0  992,03 1,32
16 12 18 7 30  992,17 1,61
16 12 18 8 0  992,07 1,81
16 12 18 8 30  992,27 1,74
16 12 18 9 0  992,34 2,28
16 12 18 9 30  992,53 2,45
16 12 18 10 0  992,83 3,19
16 12 18 10 30  992,60 3,54
16 12 18 11 0  992,38 3,78
16 12 18 11 30  992,21 4,58
16 12 18 12 0  992,00 4,52
16 12 18 12 30  991,93 4,36
16 12 18 13 0  991,80 4,57
16 12 18 13 30  991,69 4,71
16 12 18 14 0  991,85 4,46
16 12 18 14 30  992,16 4,27
16 12 18 15 0  992,20 4,01
16 12 18 15 30  992,71 3,00
16 12 18 16 0  993,01 3,36
16 12 18 16 30  992,92 3,15
16 12 18 17 0  992,92 3,14
16 12 18 17 30  993,06 3,10
16 12 18 18 0  993,20 2,82
16 12 18 18 28  993,23 2,90
16 12 18 18 30  993,16 3,07
16 12 18 18 31  993,12 3,05
16 12 18 19 0  993,22 3,10
16 12 18 19 30  993,39 2,88
16 12 18 19 37  993,32 3,16
16 12 18 20 0  993,35 3,11
16 12 18 20 30  993,70 2,36
16 12 18 21 0  993,58 2,27
16 12 18 21 30  993,62 1,50
16 12 18 22 0  993,42 1,67
16 12 18 22 30  993,41 1,86
16 12 18 23 0  993,44 1,77
16 12 18 23 30  993,39 1,68
17 12 18 0 0  993,39 1,39
17 12 18 0 30  993,53 1,09
17 12 18 0 38  993,35 1,22
17 12 18 1 0  993,39 1,20
17 12 18 1 30  993,08 1,99
17 12 18 2 0  993,10 1,42
17 12 18 2 30  993,32 1,38
17 12 18 3 0  993,03 1,14
17 12 18 3 30  993,39 0,53
17 12 18 4 0  993,09 0,55
17 12 18 4 30  992,90 0,04
17 12 18 5 0  993,32 -0,73
17 12 18 5 30  993,43 -1,13
17 12 18 6 0  993,33 -1,35
17 12 18 6 30  993,75 -2,21
17 12 18 7 0  994,28 -2,82
17 12 18 7 30  994,44 -1,42
17 12 18 8 0  994,84 -0,88
17 12 18 8 30  994,91 -0,93
17 12 18 9 0  995,25 -0,48
17 12 18 9 30  995,36 0,04
17 12 18 10 0  995,57 1,13
17 12 18 10 30  995,53 1,56
17 12 18 11 0  995,26 1,91
17 12 18 11 30  995,26 2,40
17 12 18 12 0  995,22 3,27
17 12 18 12 30  995,27 3,09
17 12 18 13 0  995,47 2,67
17 12 18 13 30  995,75 3,30
17 12 18 14 0  995,84 2,51
17 12 18 14 19  996,08 1,94
17 12 18 14 19  996,10 1,96
17 12 18 14 30  996,36 2,20
17 12 18 15 0  996,41 2,38
17 12 18 15 30  996,76 1,24
17 12 18 16 0  996,97 1,30
17 12 18 16 30  997,31 1,10
17 12 18 17 0  997,49 1,30
17 12 18 17 30  997,72 1,25
17 12 18 18 0  998,07 1,25
17 12 18 18 30  998,25 1,32
17 12 18 19 0  998,62 1,27
17 12 18 19 30  998,79 1,65
17 12 18 20 0  999,11 1,14
17 12 18 20 30  999,44 0,64
17 12 18 21 0  999,63 0,57
17 12 18 21 30  999,81 0,67
17 12 18 22 0  1000,07 0,79
17 12 18 22 30  1000,39 0,91
17 12 18 23 0  1000,47 0,82
17 12 18 23 30  1000,39 0,58
18 12 18 0 0  1000,58 0,33
18 12 18 0 30  1000,71 -0,02
18 12 18 1 0  1000,85 -0,54
18 12 18 1 30  1000,90 -0,09
18 12 18 1 38  1000,88 0,50
18 12 18 2 0  1001,17 0,53
18 12 18 2 30  1001,12 0,32
18 12 18 3 0  1001,02 0,67
18 12 18 3 30  1001,16 0,72
18 12 18 4 0  1001,23 -0,22
18 12 18 4 30  1001,20 0,14
18 12 18 5 0  1001,29 0,20
18 12 18 5 30  1001,28 0,90
18 12 18 6 0  1001,53 0,33
18 12 18 6 30  1001,64 1,19
18 12 18 7 0  1001,92 1,53
18 12 18 7 30  1002,05 1,95
18 12 18 8 0  1002,33 2,09
18 12 18 8 30  1002,45 2,49
18 12 18 9 0  1002,68 3,01
18 12 18 9 30  1002,93 2,70
18 12 18 10 0  1003,03 3,05
18 12 18 10 30  1002,82 3,26
18 12 18 11 0  1002,69 3,34
18 12 18 11 30  1002,59 3,93
18 12 18 12 0  1002,39 4,17
18 12 18 12 30  1002,29 4,45
18 12 18 13 0  1002,23 4,66
18 12 18 13 30  1002,18 4,61
18 12 18 13 41  1002,24 4,55
18 12 18 14 0  1002,28 4,29
18 12 18 14 30  1002,40 3,55
18 12 18 15 0  1002,48 2,73
18 12 18 15 30  1002,67 3,67
18 12 18 16 0  1002,74 4,09
18 12 18 16 30  1002,80 3,36
18 12 18 17 0  1002,71 3,30
18 12 18 17 30  1002,91 2,98
18 12 18 18 0  1003,27 2,91
18 12 18 18 30  1003,47 2,83
18 12 18 19 0  1003,34 2,98
18 12 18 19 30  1003,33 2,85
18 12 18 20 0  1003,39 2,81
18 12 18 20 30  1003,38 3,40
18 12 18 21 0  1003,43 3,45
18 12 18 21 30  1003,43 2,81
18 12 18 22 0  1003,70 2,76
18 12 18 22 30  1003,86 2,46
18 12 18 23 0  1003,93 2,24
18 12 18 23 30  1003,47 2,08
19 12 18 0 0  1003,60 2,01
19 12 18 0 30  1003,51 2,28
19 12 18 0 41  1003,45 2,16
19 12 18 0 41  1003,17 5,92
19 12 18 0 41  1003,11 6,11
19 12 18 0 41  1003,12 6,26
19 12 18 1 0  1002,05 16,71
19 12 18 1 30  1001,94 14,88
19 12 18 2 0  1001,96 15,00
19 12 18 2 30  1001,60 13,96
19 12 18 3 0  1001,76 14,98
19 12 18 3 15  1001,94 13,88
19 12 18 3 30  1001,99 13,41
19 12 18 4 0  1001,86 13,92
19 12 18 4 30  1001,50 14,36
19 12 18 5 0  1001,21 14,05
19 12 18 5 30  1001,15 14,46
19 12 18 6 0  1001,40 13,29
19 12 18 6 30  1001,15 16,02
19 12 18 7 0  1001,41 13,57
19 12 18 7 30  1001,51 13,42
19 12 18 8 0  1001,30 13,77
19 12 18 8 30  1001,40 13,53
19 12 18 8 30  1001,38 13,55
19 12 18 9 0  1001,27 15,93
19 12 18 9 30  1001,27 12,86
19 12 18 10 0  1001,16 12,84
19 12 18 10 30  1000,57 13,86
19 12 18 11 0  1000,09 15,86
19 12 18 11 30  999,82 15,62
19 12 18 12 0  999,41 17,77
19 12 18 12 30  999,41 17,86
19 12 18 13 0  999,29 19,77
19 12 18 13 30  998,67 20,73
19 12 18 14 0  998,64 19,55
19 12 18 14 30  998,20 21,26
19 12 18 15 0  998,18 18,39
19 12 18 15 13  998,30 16,85
19 12 18 15 30  998,18 15,82
19 12 18 16 0  998,24 15,02
19 12 18 16 30  998,11 14,31
19 12 18 17 0  997,94 14,30
19 12 18 17 30  997,53 14,26
19 12 18 18 0  997,28 13,57
19 12 18 18 30  997,62 13,56
19 12 18 19 0  997,49 13,54
19 12 18 19 16  997,33 13,65
19 12 18 19 18  997,33 13,58
19 12 18 19 19  997,31 13,88
19 12 18 19 30  997,26 13,39
19 12 18 20 0  996,81 14,10
19 12 18 20 30  996,66 13,02
19 12 18 20 43  996,24 14,14
19 12 18 21 0  996,28 13,89
19 12 18 21 30  996,38 11,93
19 12 18 22 0  996,35 11,68
19 12 18 22 30  996,35 11,54
19 12 18 23 0  996,01 12,00
19 12 18 23 30  996,04 11,37
